val_metric:0.8262902187902188	0.4427788181802727	0.44804318488529016	0.89034855	
test_metric:0.8340978801717674	0.41048044754921786	0.4556213017751479	0.90295357	
val_metric:0.7757083697119767	0.3377547734372407	0.4105960264900662	0.8558704	
test_metric:0.8345170745007158	0.39496042581097246	0.432258064516129	0.907173	
val_metric:0.8045865128956917	0.29032964293780483	0.3359073359073359	0.8919937	
test_metric:0.7803302433371958	0.28573245568739425	0.36253776435045315	0.88871306	
val_metric:0.7921727891156463	0.24215669591528224	0.3209647495361781	0.7705329	
test_metric:0.8319303387635472	0.34287069956424515	0.4431137724550898	0.90189874	
val_metric:0.8527015961038401	0.43415775229204046	0.42162162162162165	0.90104806	
test_metric:0.8439131620203122	0.43587769177779556	0.4456824512534819	0.8950422	
