val_metric:0.7968168069186494	0.34320963560432416	0.39522998296422485	0.8969521	
test_metric:0.8299093449662599	0.429319595145179	0.47674418604651164	0.9050633	
val_metric:0.8271792807610928	0.3493872230574857	0.4460227272727273	0.88512516	
test_metric:0.8399751209869811	0.3889916224214834	0.45179063360881544	0.8950422	
val_metric:0.7711017536967585	0.2069107421768579	0.26634382566585957	0.91161025	
test_metric:0.8391043555313203	0.401210061958655	0.46194225721784776	0.89187765	
val_metric:0.7904547940438016	0.34748288198046784	0.3873325213154689	0.8523628	
test_metric:0.8493217912889374	0.3984167608699442	0.46689895470383275	0.9193038	
val_metric:0.8435338958625282	0.41050340447994005	0.4359861591695502	0.8552826	
test_metric:0.8397689319064822	0.39670034123025066	0.42348008385744235	0.8549578	
